ID,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
243812,58,59,Rodrygo Silva de Goes,95,97,92,92,96,40,76,98,96,94,97,86,88,76,92,95,92,84,93,85,93,96,95,92,92,95,93,27,82,32,42,38,92,95,70,65,RW,5,5,Right,"174cm / 5'9""",64kg / 141lb,"RM, ST",24,Brazil,LALIGA EA SPORTS,Real Madrid,"Finesse Shot+, Quick Step+, Dead Ball, Technical, Flair, First Touch, Press Proven, Relentless",https://www.futbin.com/25/player/58180/rodrygo-silva-de-goes,,,,,
239085,59,60,Erling Haaland,95,92,97,80,88,50,93,85,98,99,99,99,89,95,95,85,67,71,87,76,89,87,88,87,99,88,94,47,89,42,51,33,97,84,98,93,ST,5,5,Left,"195cm / 6'5""",94kg / 207lb,,24,Norway,Premier League,Manchester City,"Finesse Shot+, Power Shot+, Chip Shot, Power Header, Bruiser, Press Proven, Acrobatic",https://www.futbin.com/25/player/58247/erling-haaland,,,,,
28130,60,61,Ronaldo de Assis Moreira,95,94,91,93,97,41,83,96,93,91,94,89,91,84,88,95,92,94,94,88,92,98,96,93,94,97,96,34,57,40,43,34,88,87,86,71,LW,5,5,Right,"180cm / 5'11""",78kg / 172lb,"LM, CAM",,Brazil,Icons,EA FC ICONS,"Technical+, Trickster+, Finesse Shot, Dead Ball, Incisive Pass, Tiki Taka, Flair, First Touch, Trivela",https://www.futbin.com/25/player/58284/ronaldo-de-assis-moreira,,,,,
203376,61,62,Virgil van Dijk,95,87,66,78,78,95,93,83,91,52,57,89,70,50,68,78,58,76,86,93,68,75,70,70,93,82,95,94,93,96,97,94,94,83,98,95,CB,5,5,Right,"193cm / 6'4""",92kg / 203lb,,33,Netherlands,Premier League,Liverpool,"Intercept+, Anticipate+, Power Header, Long Ball Pass, Jockey, Block, Bruiser, Aerial",https://www.futbin.com/25/player/58604/virgil-van-dijk,,,,,
202126,62,63,Harry Kane,95,90,98,91,91,54,89,90,90,99,99,99,94,94,98,93,87,76,93,95,89,90,86,86,99,94,98,47,98,51,51,43,93,85,92,86,ST,5,4,Right,"188cm / 6'2""",86kg / 190lb,,31,England,Bundesliga,FC Bayern München,"Finesse Shot+, Low Driven Shot+, Power Header, Incisive Pass, Long Ball Pass, First Touch, Press Proven, Trivela, Aerial",https://www.futbin.com/25/player/58696/harry-kane,,,,,
231747,63,64,Kylian Mbappé,95,99,94,85,96,40,84,99,99,97,98,94,87,88,88,88,83,74,91,76,85,97,97,86,97,96,92,42,80,30,38,36,94,94,83,69,ST,4,5,Right,"182cm / 6'0""",75kg / 165lb,LW,26,France,LALIGA EA SPORTS,Real Madrid,"Finesse Shot+, Quick Step+, Chip Shot, Power Shot, Rapid, Flair, Relentless, Trivela, Acrobatic",https://www.futbin.com/25/player/58697/kylian-mbappe,,,,,
188545,64,65,Robert Lewandowski,95,90,95,88,92,51,91,90,90,97,97,96,90,93,97,90,84,93,94,78,88,90,90,90,94,95,92,57,97,42,50,24,97,88,94,86,ST,5,4,Right,"185cm / 6'1""",81kg / 179lb,,36,Poland,LALIGA EA SPORTS,FC Barcelona,"Finesse Shot+, Low Driven Shot+, Chip Shot, Power Shot, Power Header, Incisive Pass, First Touch, Quick Step, Trivela",https://www.futbin.com/25/player/59117/robert-lewandowski,,,,,
209331,65,66,Mohamed Salah,95,94,91,90,95,56,82,94,94,95,94,87,88,87,85,92,88,76,93,85,91,95,95,95,97,93,95,68,75,46,54,51,86,95,80,70,RW,4,5,Left,175cm / 5'8',72kg / 159lb,RM,32,Egypt,Premier League,Liverpool,"Finesse Shot+, Rapid+, Chip Shot, Pinged Pass, Tiki Taka, Whipped Pass, Flair, Trickster, Relentless, Trivela",https://www.futbin.com/25/player/59119/mohamed-salah,,,,,
1625,66,67,Thierry Henry,95,96,95,95,94,65,92,95,96,96,98,91,91,94,90,93,91,98,99,90,98,94,93,87,95,95,91,66,94,58,63,56,83,98,95,77,ST,5,4,Right,"188cm / 6'2""",83kg / 183lb,LW,,France,Icons,EA FC ICONS,"Finesse Shot+, Rapid+, First Touch+, Chip Shot, Technical, Flair, Trickster, Press Proven, Quick Step, Trivela",https://www.futbin.com/25/player/59325/thierry-henry,,,,,
226293,67,68,Nadine Angerer,95,61,22,34,97,24,95,63,60,12,12,59,11,11,23,63,12,18,35,32,20,13,61,61,93,26,64,29,9,27,21,26,73,43,70,52,GK,4,1,Right,"175cm / 5'9""",71kg / 157lb,,,Germany,Icons,EA FC ICONS,"Far Reach+, Cross Claimer+, Pinged Pass, Long Ball Pass, Far Throw, FootWork, Deflector",https://www.futbin.com/25/player/59327/nadine-angerer,,,,,
1179,68,69,Gianluigi Buffon,95,66,26,36,97,19,94,70,63,14,19,59,16,18,25,67,13,17,37,35,23,25,64,58,88,26,70,28,13,18,16,14,78,42,75,42,GK,4,1,Right,"192cm / 6'4""",82kg / 181lb,,,Italy,Icons,EA FC ICONS,"Far Reach+, Deflector+, Pinged Pass, Long Ball Pass, Far Throw, FootWork, Rush Out",https://www.futbin.com/25/player/59432/gianluigi-buffon,,,,,
241461,69,70,Ferran Torres García,95,95,94,90,95,42,84,97,93,95,96,95,88,91,88,92,91,72,92,90,90,95,97,91,96,94,96,42,90,43,29,34,90,90,85,74,LW,5,5,Right,"184cm / 6'0""",77kg / 170lb,"LM, RW, ST",25,Spain,LALIGA EA SPORTS,FC Barcelona,"Technical+, Rapid+, Press Proven+, Low Driven Shot+, Finesse Shot, Chip Shot, Incisive Pass, Tiki Taka, Whipped Pass, First Touch, Trickster, Trivela",https://www.futbin.com/25/player/59483/ferran-torres-garcia,,,,,
235805,70,71,Federico Chiesa,95,96,91,93,95,60,88,95,96,92,92,94,91,92,70,92,92,75,96,93,92,95,98,95,93,92,91,62,62,59,59,55,90,95,86,83,RW,4,5,Right,"175cm / 5'9""",70kg / 154lb,"RM, ST, LW",27,Italy,Premier League,Liverpool,"Technical+, Rapid+, Press Proven+, Finesse Shot, Power Shot, Flair, Trickster, Quick Step, Relentless, Trivela",https://www.futbin.com/25/player/59489/federico-chiesa,,,,,
204529,71,72,Michy Batshuayi,95,96,95,88,93,46,93,94,97,98,96,97,90,95,90,87,90,83,94,75,91,93,94,90,95,93,95,37,92,47,40,28,96,90,97,84,ST,5,4,Right,"185cm / 6'1""",80kg / 176lb,,31,Belgium,Bundesliga,Frankfurt,"Chip Shot+, First Touch+, Low Driven Shot+, Finesse Shot, Power Shot, Tiki Taka, Rapid, Flair, Press Proven, Trivela",https://www.futbin.com/25/player/59490/michy-batshuayi,,,,,
1397,72,73,Zinedine Zidane,94,83,90,94,94,73,84,84,82,90,89,88,92,91,88,96,92,90,96,95,87,96,78,85,94,96,96,83,86,62,76,65,73,86,86,77,CAM,5,5,Right,185cm / 6'0',77kg / 170lb,CM,,France,Icons,EA FC ICONS,"Incisive Pass+, Finesse Shot, Long Ball Pass, First Touch, Flair, Technical, Trivela",https://www.futbin.com/25/player/54356/zinedine-zidane,,,,,
37576,73,74,Ronaldo Luís Nazário de Lima,94,94,94,79,94,43,75,95,94,95,97,93,88,95,88,80,72,88,84,73,85,96,89,83,94,94,89,40,84,36,40,35,79,81,83,46,ST,5,5,Right,183cm / 6'0',78kg / 172lb,,,Brazil,Icons,EA FC ICONS,"Quick Step+, Finesse Shot, Technical, Trickster",https://www.futbin.com/25/player/54402/ronaldo-luis-nazario-de-lima,,,,,
231747,74,75,Kylian Mbappé,94,99,93,84,95,39,82,99,99,96,97,93,86,87,87,87,82,73,90,75,84,96,96,85,96,95,91,41,78,29,37,35,92,92,81,68,ST,4,5,Right,"182cm / 6'0""",75kg / 165lb,LW,26,France,LALIGA EA SPORTS,Real Madrid,"Rapid+, Finesse Shot, Chip Shot, Flair, Quick Step, Relentless, Trivela, Acrobatic",https://www.futbin.com/25/player/56084/kylian-mbappe,,,,,
28130,75,76,Ronaldo de Assis Moreira,94,92,90,91,96,40,82,94,91,90,93,87,90,83,87,93,90,92,92,86,90,97,95,90,93,96,95,33,55,39,42,33,87,84,85,70,LW,4,5,Right,180cm / 5'10',78kg / 172lb,"LM, CAM",,Brazil,Icons,EA FC ICONS,"Trickster+, Finesse Shot, Dead Ball, Technical, Flair, First Touch, Trivela",https://www.futbin.com/25/player/56199/ronaldo-de-assis-moreira,,,,,
239085,76,77,Erling Haaland,94,90,78,80,75,88,94,83,96,81,81,80,70,76,76,84,66,70,87,75,87,73,71,64,84,77,81,90,88,86,92,75,96,86,96,96,CB,4,4,Left,195cm / 6'4',94kg / 207lb,,24,Norway,Premier League,Manchester City,"Block+, Bruiser+, Power Header, Anticipate, Rapid, Press Proven, Acrobatic",https://www.futbin.com/25/player/56341/erling-haaland,,,,,
239085,77,78,Erling Haaland,94,91,95,76,87,48,91,84,97,99,99,97,86,93,93,81,63,67,83,72,85,86,87,86,98,87,93,46,87,41,50,32,95,82,96,91,ST,4,4,Left,195cm / 6'4',94kg / 207lb,,24,Norway,Premier League,Manchester City,"Rapid+, Press Proven+, Finesse Shot, Power Shot, Power Header, Bruiser, Technical, Acrobatic",https://www.futbin.com/25/player/56342/erling-haaland,,,,,
275243,78,79,Mia Hamm,94,93,94,87,93,55,82,94,92,95,95,95,94,91,90,89,78,91,91,87,86,94,89,91,95,93,91,56,86,46,55,52,84,89,83,69,ST,5,5,Right,165cm / 5'4',57kg / 126lb,"CAM, RW",,United States,Icons,EA FC ICONS,"Power Shot+, First Touch+, Finesse Shot, Chip Shot, Dead Ball, Power Header, Rapid, Flair, Quick Step, Relentless",https://www.futbin.com/25/player/56433/mia-hamm,,,,,
254642,79,80,Ferenc Puskás,94,92,95,92,94,53,88,93,91,97,96,95,94,93,93,94,90,88,93,90,93,93,93,94,98,96,98,50,81,50,52,45,85,94,93,70,ST,4,4,Left,172cm / 5'7',72kg / 159lb,,,Hungary,Icons,EA FC ICONS,"Power Shot+, First Touch+, Chip Shot, Long Ball Pass, Tiki Taka, Technical, Rapid, Flair, Press Proven, Quick Step, Trivela",https://www.futbin.com/25/player/56757/ferenc-puskas,,,,,
192985,80,81,Kevin De Bruyne,94,85,92,95,92,80,83,85,85,94,90,97,95,88,88,97,96,84,95,95,94,92,82,84,97,97,94,81,67,81,86,65,76,93,80,80,CM,5,4,Right,"181cm / 5'11""",75kg / 165lb,CAM,33,Belgium,Premier League,Manchester City,"Incisive Pass+, Pinged Pass+, Finesse Shot, Dead Ball, Long Ball Pass, Whipped Pass, Technical, Trivela",https://www.futbin.com/25/player/56760/kevin-de-bruyne,,,,,
202811,81,82,Emiliano Martínez,94,63,26,50,93,22,94,62,64,12,16,62,16,13,43,67,22,20,61,59,22,23,54,49,84,43,69,21,26,25,20,20,79,40,78,37,GK,5,2,Right,"195cm / 6'5""",88kg / 194lb,,32,Argentina,Premier League,Aston Villa,"FootWork+, Rush Out+, Far Throw, Cross Claimer, Deflector",https://www.futbin.com/25/player/56773/emiliano-martinez,,,,,
258310,82,83,Ann-Katrin Berger,94,57,19,22,94,10,91,49,64,9,7,60,6,6,35,39,8,11,24,20,12,11,38,40,82,14,58,10,15,9,10,10,66,29,67,19,GK,5,1,Right,"180cm / 5'11""",63kg / 139lb,,34,Germany,NWSL,NJ/NY Gotham,"Far Reach+, Cross Claimer+, Far Throw, FootWork, Rush Out",https://www.futbin.com/25/player/56774/ann-katrin-berger,,,,,
210035,83,84,Alejandro Grimaldo García,94,96,85,96,94,87,85,97,96,90,80,96,95,73,62,95,97,98,95,94,98,94,93,95,95,95,92,90,72,88,90,85,88,97,78,85,LB,4,4,Left,"171cm / 5'7""",68kg / 150lb,"LM, LW",29,Spain,Bundesliga,Leverkusen,"Quick Step+, Whipped Pass+, Slide Tackle+, Finesse Shot, Dead Ball, Block, Intercept, Technical, Relentless",https://www.futbin.com/25/player/56789/alejandro-grimaldo-garcia,,,,,
227190,84,85,Irene Paredes Hernández,94,85,57,80,80,95,93,83,86,44,57,67,46,67,57,72,68,48,95,80,78,72,80,80,95,87,90,94,90,98,93,94,92,82,97,95,CB,4,2,Right,"178cm / 5'10""",67kg / 148lb,CDM,33,Spain,Liga F,FC Barcelona,"Block+, Aerial+, Slide Tackle+, Power Header, Incisive Pass, Jockey, Anticipate, Bruiser",https://www.futbin.com/25/player/56790/irene-paredes-hernandez,,,,,
227246,85,86,Lucy Bronze,94,94,78,91,90,92,93,93,94,85,65,95,90,76,71,84,96,81,92,91,92,90,85,85,92,92,92,93,90,93,92,91,88,88,98,88,RB,4,4,Right,"172cm / 5'8""",70kg / 154lb,,33,England,Barclays WSL,Chelsea,"Incisive Pass+, Long Throw+, Anticipate+, Power Header, Whipped Pass, Jockey, Block, Quick Step, Aerial",https://www.futbin.com/25/player/56791/lucy-bronze,,,,,
202126,86,87,Harry Kane,94,85,97,90,90,53,87,84,86,98,99,98,93,93,97,92,86,75,92,94,88,88,85,85,98,93,97,46,96,50,50,42,92,81,91,85,ST,4,4,Right,"188cm / 6'2""",86kg / 190lb,,31,England,Bundesliga,FC Bayern München,"Finesse Shot+, First Touch+, Power Header, Incisive Pass, Long Ball Pass, Press Proven, Trivela, Aerial",https://www.futbin.com/25/player/57110/harry-kane,,,,,
277643,87,88,Lamine Yamal,94,96,92,93,96,40,70,95,96,92,93,94,95,60,85,92,94,80,95,90,92,98,95,90,92,96,85,31,53,42,35,50,76,82,66,61,RW,4,5,Left,"180cm / 5'11""",65kg / 143lb,"RM, LW",17,Spain,LALIGA EA SPORTS,FC Barcelona,"Technical+, Trivela+, Finesse Shot, Tiki Taka, Whipped Pass, Flair, Quick Step",https://www.futbin.com/25/player/57152/lamine-yamal,,,,,
230025,88,89,Bobby Charlton,94,92,94,90,93,52,76,92,92,94,93,95,96,91,88,94,85,91,91,92,87,94,93,94,95,90,94,50,81,52,49,32,87,88,70,74,ST,5,4,Left,"173cm / 5'8""",72kg / 159lb,CAM,,England,Icons,EA FC ICONS,"Power Shot+, Trivela+, Incisive Pass, Long Ball Pass, Technical, First Touch, Quick Step",https://www.futbin.com/25/player/57174/bobby-charlton,,,,,
9676,89,90,Samuel Eto'o,94,95,94,85,90,52,86,94,95,95,96,92,92,91,92,88,82,90,88,74,85,90,90,83,95,91,93,47,94,52,45,39,95,93,84,81,ST,5,4,Right,"179cm / 5'10""",75kg / 165lb,LW,,Cameroon,Icons,EA FC ICONS,"Power Shot+, Quick Step+, Finesse Shot, Tiki Taka, Technical, First Touch, Trivela",https://www.futbin.com/25/player/57456/samuel-etoo,,,,,
