ID,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Revision
237692,166,167,Phil Foden,93,93,92,91,96,63,70,94,93,95,94,95,95,72,70,92,87,80,93,90,94,95,97,97,94,96,94,65,52,67,64,51,72,91,60,70,RW,4,4,Left,"171cm / 5'7""",69kg / 152lb,"RM, CAM, LW",24,England,Premier League,Manchester City,"Technical+, Trivela+, Finesse Shot, Pinged Pass, Whipped Pass, Flair, First Touch, Trickster, Quick Step",https://www.futbin.com/25/player/57098/phil-foden,,,,,,TOTY Honourable Ment
244260,167,168,Daniel Olmo Carvajal,93,91,93,91,93,73,91,91,91,99,93,95,94,97,80,95,88,83,95,88,83,93,93,93,93,93,90,83,63,73,73,65,95,95,91,87,CAM,4,5,Right,"179cm / 5'10""",72kg / 159lb,CM,26,Spain,LALIGA EA SPORTS,FC Barcelona,"Quick Step+, Tiki Taka+, Finesse Shot, Incisive Pass, Technical, Flair, First Touch, Press Proven, Trivela",https://www.futbin.com/25/player/57148/daniel-olmo-carvajal,,,,,,UCL Live
231747,168,169,Kylian Mbappé,93,99,92,82,94,39,81,99,99,95,96,92,85,86,86,85,80,71,88,73,82,95,95,84,95,94,90,41,79,28,37,35,91,91,80,67,ST,4,5,Right,"182cm / 6'0""",75kg / 165lb,LW,26,France,LALIGA EA SPORTS,Real Madrid,"Trickster+, Finesse Shot, Rapid, Flair, Quick Step, Trivela, Acrobatic",https://www.futbin.com/25/player/57151/kylian-mbappe,,,,,,LaLiga POTM SBC
272505,169,170,Endrick Felipe Moreira de Sousa,93,94,91,80,92,46,80,95,93,90,91,93,90,87,82,85,60,90,85,80,85,92,94,92,90,91,90,33,86,38,47,48,90,86,83,60,ST,5,4,Left,173cm / 5'8',66kg / 146lb,RW,18,Brazil,LALIGA EA SPORTS,Real Madrid,"Power Shot+, Rapid+, Flair, Press Proven, Technical, Quick Step",https://www.futbin.com/25/player/57154/endrick-felipe-moreira-de-sousa,,,,,,Future Stars
238380,170,171,Lev Yashin,93,59,26,39,95,22,94,65,54,19,14,56,22,22,45,70,32,29,33,32,24,24,68,63,91,42,68,29,19,20,20,19,85,44,76,59,GK,3,2,Right,189cm / 6'2',82kg / 181lb,,,Russia,Icons,EA FC ICONS,"Cross Claimer+, Far Reach+, Long Ball Pass, FootWork, Rush Out",https://www.futbin.com/25/player/57175/lev-yashin,,,,,,Future Stars Icon
211110,171,172,Paulo Dybala,93,90,92,91,94,50,73,91,90,92,92,91,93,98,95,95,90,93,90,90,95,94,93,95,92,96,94,51,81,40,51,48,87,83,75,54,CAM,4,5,Left,"177cm / 5'10""",75kg / 165lb,ST,31,Argentina,Serie A TIM,AS Roma,"Finesse Shot+, Technical+, Dead Ball, Incisive Pass, Pinged Pass, Flair, First Touch, Trickster, Relentless, Trivela",https://www.futbin.com/25/player/57499/paulo-dybala,,,,,,Grassroot Greats
248146,172,173,Ian Wright,93,94,95,80,90,46,84,95,94,96,97,93,92,91,93,85,65,75,90,75,77,87,90,88,96,94,97,40,98,36,44,38,83,93,81,81,ST,4,5,Right,"175cm / 5'9""",73kg / 161lb,,,England,Icons,EA FC ICONS,"Press Proven+, Quick Step+, Finesse Shot, Chip Shot, Power Shot, Incisive Pass, Technical, Rapid, First Touch",https://www.futbin.com/25/player/57526/ian-wright,,,,,,GrassrootGreatsIcon
71608,173,174,Julie Foudy,93,86,88,93,90,85,85,84,88,93,88,88,90,71,91,97,86,83,97,97,84,90,88,88,92,91,90,87,86,83,88,80,82,96,81,84,CM,5,4,Right,"168cm / 5'6""",59kg / 130lb,CDM,,United States,Icons,EA FC ICONS,"Incisive Pass+, Intercept+, Pinged Pass, Long Ball Pass, Technical, First Touch, Press Proven, Relentless",https://www.futbin.com/25/player/57527/julie-foudy,,,,,,GrassrootGreatsIcon
156616,174,175,Franck Ribéry,93,93,90,92,94,44,75,95,92,90,90,87,93,92,86,94,90,90,94,90,88,95,93,92,90,95,90,43,55,45,42,37,58,90,72,70,LM,5,5,Right,"170cm / 5'7""",72kg / 159lb,LW,,France,Icons,EA FC ICONS,"Technical+, Quick Step+, Finesse Shot, Dead Ball, Incisive Pass, Whipped Pass, Flair, Relentless, Trivela",https://www.futbin.com/25/player/57528/franck-ribery,,,,,,GrassrootGreatsIcon
231447,175,176,Donyell Malen,93,97,90,87,93,47,85,99,95,93,93,95,80,90,82,90,88,70,92,77,90,93,95,94,90,93,87,40,86,42,45,44,97,90,84,78,RM,5,5,Right,"176cm / 5'9""",68kg / 150lb,"LM, RW, ST",26,Netherlands,Premier League,Aston Villa,"Rapid+, First Touch+, Chip Shot, Power Shot, Incisive Pass, Tiki Taka, Whipped Pass, Technical, Flair, Quick Step, Trivela, Low Driven Shot",https://www.futbin.com/25/player/57785/donyell-malen,,,,,,Fantasy FC
227315,176,177,Laura Georges,93,92,54,77,74,99,92,91,92,50,51,67,47,46,61,67,63,49,92,85,72,74,86,88,93,77,87,99,99,99,99,99,97,86,93,95,CB,3,3,Right,"172cm / 5'8""",62kg / 137lb,,40,France,D1 Arkema,HERO,"Jockey+, Anticipate+, Incisive Pass, Block, Slide Tackle, Bruiser, Quick Step",https://www.futbin.com/25/player/57797/laura-georges,,,,,,Fantasy FC Hero
233700,177,178,Gianluca Vialli,93,91,93,81,91,46,83,92,91,93,95,92,91,95,87,84,72,65,91,72,81,91,91,89,97,91,89,35,96,52,34,31,90,94,87,55,ST,5,4,Right,180cm / 5'10',77kg / 170lb,,60,Italy,Serie A TIM,HERO,"Rapid+, Power Shot+, Finesse Shot, Power Header, Technical, First Touch, Trickster, Relentless, Acrobatic",https://www.futbin.com/25/player/57798/gianluca-vialli,,,,,,Fantasy FC Hero
135455,178,179,Maicon Douglas Sisenando,93,94,89,88,90,91,91,91,96,93,84,99,94,92,76,84,95,81,89,86,90,90,87,86,92,93,89,92,83,91,92,96,87,92,92,90,RB,5,5,Right,"184cm / 6'0""",77kg / 170lb,"LB, RM",43,Brazil,Serie A TIM,HERO,"Rapid+, Whipped Pass+, Power Shot, Jockey, Block, Bruiser, Trivela",https://www.futbin.com/25/player/57805/maicon-douglas-sisenando,,,,,,Fantasy FC Hero
237679,179,180,Randal Kolo Muani,93,97,93,84,93,49,78,98,97,95,96,95,87,93,82,88,79,77,89,78,85,93,95,90,92,92,91,49,96,42,43,42,98,87,85,46,ST,5,5,Right,"187cm / 6'2""",73kg / 161lb,,26,France,Serie A TIM,Juventus,"First Touch+, Quick Step+, Finesse Shot, Power Shot, Technical, Flair, Trivela, Aerial",https://www.futbin.com/25/player/58181/randal-kolo-muani,,,,,,Fantasy FC SBC
150418,180,181,Mario Gomez,93,91,95,82,90,48,88,90,92,98,98,97,90,97,82,85,84,50,86,74,82,90,86,86,96,92,93,44,95,45,40,37,90,87,92,80,ST,5,4,Right,189cm / 6'2',84kg / 185lb,,39,Germany,Bundesliga,HERO,"Power Shot+, Aerial+, Finesse Shot, Power Header, Incisive Pass, Technical, First Touch, Press Proven, Quick Step",https://www.futbin.com/25/player/58198/mario-gomez,,,,,,Fantasy FC Hero
227271,181,182,Fara Williams,93,91,95,95,92,86,85,92,91,92,93,99,99,86,95,98,91,99,95,98,91,92,91,92,92,94,91,91,77,86,87,85,85,96,84,76,CM,5,4,Right,"164cm / 5'5""",61kg / 134lb,"CDM, CAM",41,England,Barclays WSL,HERO,"Power Shot+, Pinged Pass+, Dead Ball, Long Ball Pass, Tiki Taka, Anticipate, Technical, Flair, Press Proven",https://www.futbin.com/25/player/58199/fara-williams,,,,,,Fantasy FC Hero
5673,182,183,Jari Litmanen,93,89,99,91,91,41,76,90,89,99,99,99,99,99,99,95,83,88,94,91,94,91,87,88,96,94,96,51,81,36,30,33,65,88,76,66,CAM,5,4,Right,182cm / 5'11',78kg / 172lb,CM,54,Finland,LALIGA EA SPORTS,HERO,"First Touch+, Trivela+, Finesse Shot, Chip Shot, Incisive Pass, Pinged Pass, Long Ball Pass, Intercept, Technical, Relentless",https://www.futbin.com/25/player/58200/jari-litmanen,,,,,,Fantasy FC Hero
5467,183,184,Jamie Carragher,93,87,59,81,75,94,92,87,87,59,47,82,59,50,77,76,77,52,89,87,72,75,74,73,95,77,92,94,91,95,94,97,94,86,93,97,CB,4,3,Right,"185cm / 6'1""",83kg / 183lb,"RB, LB",47,England,Premier League,HERO,"Jockey+, Block+, Incisive Pass, Long Ball Pass, Anticipate, Slide Tackle, Bruiser, Relentless",https://www.futbin.com/25/player/58201/jamie-carragher,,,,,,Fantasy FC Hero
20801,184,185,C. Ronaldo dos Santos Aveiro,93,90,93,85,90,41,87,90,90,95,93,96,90,88,95,86,86,84,87,80,87,88,84,84,94,93,99,37,97,30,40,31,99,90,90,72,ST,5,5,Right,"187cm / 6'2""",85kg / 187lb,LW,40,Portugal,ROSHN Saudi League,Al Nassr,"Finesse Shot+, Rapid+, Power Shot, Power Header, Technical, Flair, Trickster, Quick Step, Trivela, Acrobatic, Aerial",https://www.futbin.com/25/player/58249/c-ronaldo-dos-santos-aveiro,,,,,,Flashback SBC
239818,185,186,Rúben Santos Gato Alves Dias,93,86,53,80,81,93,92,84,87,53,42,95,36,44,62,73,62,55,97,93,53,78,80,80,97,81,93,91,91,94,94,91,92,82,96,92,CB,5,5,Right,"187cm / 6'2""",82kg / 181lb,,27,Portugal,Premier League,Manchester City,"Anticipate+, Bruiser+, Power Header, Pinged Pass, Intercept, Slide Tackle, Aerial",https://www.futbin.com/25/player/58255/ruben-santos-gato-alves-dias,,,,,,FUT Birthday
265674,186,187,Selma Bacha,93,93,80,90,86,88,86,95,91,85,75,95,86,60,65,85,97,88,92,85,93,84,97,93,82,85,90,88,75,88,90,93,83,96,80,89,LB,5,5,Left,"161cm / 5'3""",58kg / 128lb,LW,24,France,D1 Arkema,OL,"Whipped Pass+, Jockey+, Dead Ball, Intercept, Anticipate, Technical, Quick Step, Relentless",https://www.futbin.com/25/player/58256/selma-bacha,,,,,,FUT Birthday
269404,187,188,Salma Celeste Paralluelo Ayingono,93,97,91,86,91,59,89,96,97,84,94,94,86,87,74,87,82,79,87,85,92,92,96,87,83,91,86,54,95,55,55,53,99,89,97,66,LW,5,5,Left,"175cm / 5'9""",68kg / 150lb,"LM, ST",21,Spain,Liga F,FC Barcelona,"Technical+, Quick Step+, Finesse Shot, Power Header, Trickster, Relentless, Trivela",https://www.futbin.com/25/player/58257/salma-celeste-paralluelo-ayingono,,,,,,FUT Birthday
226306,188,189,Celia Šašic,93,90,93,81,90,53,91,91,90,95,96,90,91,92,91,84,73,81,88,76,76,91,86,85,91,92,88,43,97,49,51,42,94,85,97,85,ST,5,5,Right,174cm / 5'8',61kg / 134lb,,36,Germany,GPFBL,HERO,"Finesse Shot+, Press Proven+, Power Shot, Power Header, Incisive Pass, Technical, Flair, Aerial",https://www.futbin.com/25/player/58280/celia-sasic,,,,,,World Cup Showdown
570,189,190,Jay-Jay Okocha,93,92,88,90,98,45,75,94,90,91,83,93,92,86,89,92,87,97,90,87,97,99,98,96,91,97,94,52,69,37,44,37,68,90,78,51,CAM,5,5,Right,173cm / 5'8',70kg / 154lb,"RM, ST",51,Nigeria,Premier League,HERO,"Trickster+, Quick Step+, Pinged Pass, Technical, Flair, First Touch, Trivela",https://www.futbin.com/25/player/58281/jay-jay-okocha,,,,,,World Cup Showdown
266694,190,191,Saeed Al Owairan,93,99,90,88,92,42,81,99,99,90,92,86,90,88,82,86,90,85,88,86,88,94,90,88,87,90,90,44,90,32,37,34,84,88,80,72,RW,5,5,Left,184cm / 6'0',76kg / 168lb,"RM, CAM, ST",57,Saudi Arabia,ROSHN Saudi League,HERO,"Rapid+, Power Shot+, Trickster+, Whipped Pass, Flair, First Touch, Press Proven, Quick Step",https://www.futbin.com/25/player/58598/saeed-al-owairan,,,,,,FUT Birthday Hero
20289,191,192,Yaya Touré,93,88,90,92,91,88,95,86,89,91,87,98,93,80,91,96,80,92,96,91,92,90,86,86,91,94,91,85,80,85,95,91,82,98,98,86,CDM,5,5,Right,"188cm / 6'2""",90kg / 198lb,"CM, CAM",41,Côte d'Ivoire,Premier League,HERO,"Pinged Pass+, Bruiser+, Finesse Shot, Power Shot, Incisive Pass, Flair, Press Proven, Trivela",https://www.futbin.com/25/player/58606/yaya-toure,,,,,,FUT Birthday Hero SB
251852,192,193,Karim Adeyemi,93,99,88,85,93,50,85,99,99,88,88,90,86,84,82,85,84,74,88,82,80,94,94,91,90,91,90,46,91,37,50,51,97,94,84,71,LM,5,5,Left,"180cm / 5'11""",77kg / 170lb,"RM, ST, LW",23,Germany,Bundesliga,Borussia Dortmund,"Quick Step+, Low Driven Shot+, Finesse Shot, Rapid, Flair, Acrobatic, Aerial",https://www.futbin.com/25/player/58608/karim-adeyemi,,,,,,FUT Birthday SBC
256516,193,194,Nicholas Williams Arthuer,93,99,84,88,94,50,75,99,99,87,86,87,81,72,69,90,93,80,93,72,88,96,99,92,90,93,87,56,90,50,39,35,90,93,69,63,LM,5,5,Right,"181cm / 5'11""",67kg / 148lb,"RM, LW",22,Spain,LALIGA EA SPORTS,Athletic Club,"Rapid+, First Touch+, Finesse Shot, Whipped Pass, Flair, Quick Step, Relentless, Trivela, Low Driven Shot",https://www.futbin.com/25/player/58614/nicholas-williams-arthuer,,,,,,FUT Birthday
232073,194,195,Mallory Swanson,93,94,90,88,91,50,80,93,95,98,92,90,89,78,89,92,83,74,94,85,80,91,90,94,91,92,87,51,80,43,49,46,88,95,72,81,LW,5,5,Right,"163cm / 5'4""",54kg / 119lb,"LM, ST",26,United States,NWSL,Chicago Red Stars,"Technical+, Rapid+, Finesse Shot, Chip Shot, Flair, First Touch, Trickster, Quick Step, Low Driven Shot",https://www.futbin.com/25/player/58615/mallory-swanson,,,,,,FUT Birthday
197445,195,196,David Alaba,93,90,80,93,88,90,85,89,90,82,70,92,88,75,89,90,93,95,96,90,85,85,84,86,97,91,92,92,82,94,89,88,93,86,84,85,CB,5,5,Left,"180cm / 5'11""",78kg / 172lb,LB,32,Austria,LALIGA EA SPORTS,Real Madrid,"Pinged Pass+, Intercept+, Dead Ball, Long Ball Pass, Jockey, Block, Anticipate, Slide Tackle, Bruiser",https://www.futbin.com/25/player/58616/david-alaba,,,,,,FUT Birthday
226268,196,197,Federico Dimarco,93,91,90,93,93,90,91,94,89,97,85,95,98,90,82,87,97,92,94,90,97,93,90,94,93,96,87,91,84,90,92,91,92,95,88,91,LB,5,5,Left,"174cm / 5'9""",76kg / 168lb,LM,27,Italy,Serie A TIM,Lombardia FC,"Dead Ball+, Jockey+, Finesse Shot, Power Shot, Incisive Pass, Long Ball Pass, Whipped Pass, First Touch",https://www.futbin.com/25/player/58617/federico-dimarco,,,,,,FUT Birthday
274750,197,198,Wesley Sneijder,93,90,90,95,91,60,80,92,88,90,88,93,95,91,83,98,91,96,95,98,92,90,90,90,93,94,92,70,68,50,60,58,47,86,80,83,CAM,5,5,Right,171cm / 5'7',67kg / 148lb,"CM, LM",40,Netherlands,Serie A TIM,HERO,"Incisive Pass+, Tiki Taka+, Power Shot, Dead Ball, Pinged Pass, Long Ball Pass, Whipped Pass, Technical, First Touch",https://www.futbin.com/25/player/58635/wesley-sneijder,,,,,,FUT Birthday Hero
243029,198,199,Sol Campbell,93,90,52,70,70,94,95,87,93,40,50,68,46,46,55,65,60,33,83,77,45,58,72,72,97,77,93,92,96,95,92,98,95,87,99,95,CB,5,5,Right,"188cm / 6'2""",90kg / 198lb,,,England,Icons,EA FC ICONS,"Intercept+, Slide Tackle+, Power Header, Pinged Pass, Block, Bruiser, Acrobatic, Aerial",https://www.futbin.com/25/player/58641/sol-campbell,,,,,,FUT Birthday Icon
170733,199,200,Gervais Yao Kouassi,93,96,88,91,95,45,77,97,95,98,92,86,83,83,75,92,91,76,95,86,90,97,98,90,90,95,90,48,70,38,43,38,72,94,73,66,LW,5,5,Right,185cm / 6'0',68kg / 150lb,LM,37,Côte d'Ivoire,Serie A TIM,HERO,"Rapid+, Trickster+, Finesse Shot, Power Shot, Pinged Pass, Technical, First Touch, Quick Step, Relentless, Low Driven Shot",https://www.futbin.com/25/player/58647/yao-kouassi,,,,,,FUT Birthday Hero
188428,200,201,Seydou Doumbia,93,96,92,88,93,50,83,94,97,94,94,92,85,93,91,94,63,94,98,84,93,94,92,92,87,94,93,52,95,37,49,41,95,99,76,76,ST,5,5,Right,179cm / 5'10',77kg / 170lb,,37,Côte d'Ivoire,Serie A TIM,HERO,"Finesse Shot+, Quick Step+, Power Shot, Rapid, First Touch, Press Proven, Relentless, Trivela, Aerial, Low Driven Shot",https://www.futbin.com/25/player/58648/seydou-doumbia,,,,,,FUT Birthday Hero
204550,201,202,Victor Ibarbo,93,96,91,90,94,48,88,94,98,94,92,98,84,92,80,87,97,84,91,80,95,95,93,92,92,93,92,43,81,37,53,47,82,88,90,82,RW,5,5,Right,188cm / 6'2',80kg / 176lb,RM,34,Colombia,Serie A TIM,HERO,"Quick Step+, Trivela+, Finesse Shot, Bruiser, Technical, Rapid, First Touch, Relentless, Aerial, Low Driven Shot",https://www.futbin.com/25/player/58649/victor-ibarbo,,,,,,FUT Birthday Hero
231443,202,203,Ousmane Dembélé,93,97,85,90,93,50,70,98,97,90,82,94,83,85,84,92,94,70,91,86,92,93,99,90,90,92,90,47,53,51,51,42,80,85,64,66,RW,5,5,Left,"178cm / 5'10""",67kg / 148lb,"RM, CAM",27,France,Ligue 1 Uber Eats,Paris SG,"Rapid+, Low Driven Shot+, Pinged Pass, Whipped Pass, Technical, Flair, Trickster, Quick Step, Relentless, Trivela",https://www.futbin.com/25/player/58693/ousmane-dembele,,,,,,UCL Dreamchasers SBC
226161,203,204,Marcos Llorente Moreno,93,94,90,88,91,90,92,92,96,90,91,96,90,75,74,89,86,71,91,90,85,91,93,88,91,90,90,95,76,90,93,84,96,97,90,92,RM,5,4,Right,"184cm / 6'0""",74kg / 163lb,"RB, CM, RW",30,Spain,LALIGA EA SPORTS,Atlético de Madrid,"Incisive Pass+, Quick Step+, Power Shot, Whipped Pass, Jockey, Intercept, Rapid, Relentless",https://www.futbin.com/25/player/58700/marcos-llorente-moreno,,,,,,UCL Dreamchasers
271807,204,205,Ethan Nwaneri,93,93,91,92,92,70,90,94,92,91,91,92,92,87,77,92,90,77,94,92,94,91,93,94,90,93,87,72,76,77,63,55,90,92,92,80,RW,4,5,Left,"176cm / 5'9""",70kg / 154lb,"RM, CAM",18,England,Premier League,Arsenal,"Incisive Pass+, Quick Step+, Power Shot, Whipped Pass, Technical, First Touch, Relentless",https://www.futbin.com/25/player/58701/ethan-nwaneri,,,,,,UCL Dreamchasers
241846,205,206,Ewa Pajor,93,93,95,83,94,30,84,94,92,97,98,92,92,96,96,95,62,87,88,78,86,94,94,90,85,95,93,29,93,26,18,14,96,89,87,65,ST,5,4,Right,"167cm / 5'6""",61kg / 134lb,LW,28,Poland,Liga F,FC Barcelona,"Rapid+, Low Driven Shot+, Finesse Shot, Power Shot, Tiki Taka, Technical, Relentless, Acrobatic",https://www.futbin.com/25/player/58710/ewa-pajor,,,,,,UWCL Dreamchasers
273153,206,207,Linda Caicedo,93,98,88,93,93,56,73,97,98,90,91,88,91,63,62,88,95,73,99,93,73,94,99,82,83,93,83,72,58,44,62,44,78,97,64,65,LW,4,5,Right,"163cm / 5'4""",54kg / 119lb,"LM, CAM",20,Colombia,Liga F,Real Madrid,"Technical+, Rapid+, Finesse Shot, Whipped Pass, Flair, Trickster, Quick Step, Trivela",https://www.futbin.com/25/player/58711/linda-caicedo,,,,,,UWCL Dreamchasers
232580,207,208,Gabriel dos S. Magalhães,93,88,50,80,80,93,92,85,90,53,45,80,37,34,49,85,50,35,96,94,62,75,77,75,91,85,88,93,94,94,93,93,93,88,93,95,CB,4,3,Left,"190cm / 6'3""",87kg / 192lb,,27,Brazil,Premier League,Arsenal,"Jockey+, Anticipate+, Power Header, Pinged Pass, Intercept, Bruiser, Aerial",https://www.futbin.com/25/player/59122/gabriel-dos-s-magalhaes,,,,,,UCL Dreamchasers SBC
252145,208,209,Nuno Alexandre Tavares Mendes,93,94,70,84,90,87,86,96,93,93,54,97,76,65,54,80,90,65,87,80,81,90,90,91,90,90,88,87,80,86,88,89,97,92,83,84,LB,4,4,Left,"180cm / 5'11""",70kg / 154lb,CB,22,Portugal,Ligue 1 Uber Eats,Paris SG,"Quick Step+, Intercept+, Pinged Pass, Whipped Pass, Jockey, Block, Slide Tackle, Rapid, Relentless",https://www.futbin.com/25/player/59125/nuno-alexandre-tavares-mendes,,,,,,UCL Dreamchasers
212831,209,210,Alisson Ramses Becker,93,68,24,48,93,17,94,76,61,13,13,64,14,20,23,66,17,18,60,58,19,27,40,37,87,42,66,11,29,15,19,16,82,32,78,27,GK,4,2,Right,"193cm / 6'4""",91kg / 201lb,,32,Brazil,Premier League,Liverpool,"Long Ball Pass+, FootWork+, Far Throw, Cross Claimer, Rush Out, Far Reach, Deflector",https://www.futbin.com/25/player/59126/alisson-ramses-becker,,,,,,UCL Dreamchasers
227316,210,211,Wendie Renard,93,85,68,75,77,93,90,84,85,72,65,82,62,57,70,62,63,61,85,88,70,72,87,86,90,77,88,93,96,95,94,85,82,87,93,90,CB,4,4,Right,"187cm / 6'2""",70kg / 154lb,CDM,34,France,D1 Arkema,OL,"Jockey+, Anticipate+, Power Header, Long Ball Pass, Block, Intercept, Slide Tackle, Relentless, Aerial",https://www.futbin.com/25/player/59137/wendie-renard,,,,,,UWCL Dreamchasers
246219,211,212,Khadija Shaw,93,90,93,82,89,35,90,90,90,96,97,95,87,83,81,89,70,65,89,80,69,86,87,88,93,94,93,28,98,25,33,22,97,86,97,75,ST,4,4,Right,"180cm / 5'11""",70kg / 154lb,,28,Jamaica,Barclays WSL,Manchester City,"Press Proven+, Low Driven Shot+, Finesse Shot, Chip Shot, Power Shot, First Touch, Quick Step, Relentless, Aerial",https://www.futbin.com/25/player/59138/khadija-shaw,,,,,,UWCL Dreamchasers
226373,212,213,Nadine Keßler,93,90,88,93,92,86,84,90,90,90,90,86,88,81,85,96,87,85,96,94,88,92,86,86,93,94,91,94,84,82,90,76,82,88,83,83,CM,4,4,Right,169cm / 5'6',61kg / 134lb,CAM,37,Germany,GPFBL,HERO,"Finesse Shot+, Incisive Pass+, Tiki Taka+, Pinged Pass, Long Ball Pass, Jockey, Flair, First Touch, Relentless, Trivela",https://www.futbin.com/25/player/59145/nadine-keler,,,,,,Dreamchasers Hero
51539,213,214,Edwin van der Sar,93,60,18,39,91,13,94,61,60,15,6,59,9,11,17,68,10,9,46,46,8,8,41,44,82,30,64,24,10,10,10,10,73,41,74,25,GK,4,2,Right,"197cm / 6'6""",83kg / 183lb,,,Netherlands,Icons,EA FC ICONS,"Deflector+, Pinged Pass+, FootWork+, Far Throw, Cross Claimer, Rush Out",https://www.futbin.com/25/player/59150/edwin-van-der-sar,,,,,,Dreamchasers Icon
168473,214,215,Franz Beckenbauer,93,84,74,90,86,94,87,85,83,76,71,76,80,69,67,91,77,82,96,97,78,80,86,83,93,92,90,97,90,96,92,91,97,92,87,78,CDM,4,3,Right,181cm / 5'11',75kg / 165lb,"CB, CM",,Germany,Icons,EA FC ICONS,"Long Ball Pass+, Jockey+, Intercept+, Incisive Pass, Pinged Pass, Block, Anticipate, Bruiser, Technical, Trivela",https://www.futbin.com/25/player/59323/beckenbauer,,,,,,FUT Immortals Icon S
250890,215,216,Gianluca Zambrotta,93,94,76,87,90,92,91,93,94,86,66,88,86,76,76,84,92,65,88,86,87,90,86,85,90,91,90,93,83,91,93,94,83,94,90,92,RB,5,4,Right,"181cm / 5'11""",76kg / 168lb,LB,,Italy,Icons,EA FC ICONS,"Press Proven+, Relentless+, Intercept+, Long Ball Pass, Whipped Pass, Block, Slide Tackle, Rapid",https://www.futbin.com/25/player/59332/gianluca-zambrotta,,,,,,FUT Immortals Icon
13743,216,217,Steven Gerrard,93,88,92,93,90,87,86,87,89,90,90,94,97,87,87,92,90,85,96,99,87,88,88,87,90,93,88,88,84,87,89,84,76,91,84,87,CM,5,4,Right,"183cm / 6'0""",83kg / 183lb,CDM,,England,Icons,EA FC ICONS,"Power Shot+, Incisive Pass+, Intercept+, Pinged Pass, Long Ball Pass, Whipped Pass, Jockey, Technical, Trivela",https://www.futbin.com/25/player/59333/steven-gerrard,,,,,,FUT Immortals Icon
1201,217,218,Gianfranco Zola,93,93,94,93,95,47,70,94,92,95,96,94,93,87,92,93,90,98,94,92,94,97,94,93,93,94,90,37,71,46,49,41,57,82,66,70,CAM,5,4,Right,"168cm / 5'6""",67kg / 148lb,ST,,Italy,Icons,EA FC ICONS,"Finesse Shot+, Dead Ball+, Quick Step+, Incisive Pass, Pinged Pass, Tiki Taka, Technical, Flair, First Touch, Trivela",https://www.futbin.com/25/player/59334/gianfranco-zola,,,,,,FUT Immortals Icon
1041,218,219,Javier Zanetti,93,92,64,88,90,93,88,92,92,78,62,76,51,61,69,88,93,61,92,88,75,86,88,90,92,95,92,95,88,91,94,92,57,97,84,93,RB,4,4,Right,"178cm / 5'10""",74kg / 163lb,"LB, CDM, CM",,Argentina,Icons,EA FC ICONS,"Quick Step+, Relentless+, Jockey+, Power Shot, Block, Intercept, Anticipate, Slide Tackle, Technical, Press Proven",https://www.futbin.com/25/player/59335/javier-zanetti,,,,,,FUT Immortals Icon
242519,219,220,Eusébio da Silva Ferreira,93,93,94,86,93,47,81,92,93,95,94,94,95,94,94,87,86,87,86,83,83,96,94,92,94,89,94,41,95,44,41,35,89,92,76,76,ST,5,4,Right,"175cm / 5'9""",76kg / 168lb,,,Portugal,Icons,EA FC ICONS,"Rapid+, Power Shot+, First Touch+, Finesse Shot, Chip Shot, Tiki Taka, Technical, Quick Step, Relentless, Low Driven Shot",https://www.futbin.com/25/player/59427/eusebio-da-silva-ferreira,,,,,,FUT Immortals Icon S
227263,220,221,Kelly Smith,93,92,95,90,93,50,85,92,92,95,96,92,97,90,86,92,90,95,93,75,94,93,90,90,93,94,93,39,95,38,55,51,86,92,90,62,ST,5,4,Left,"168cm / 5'6""",59kg / 130lb,,,England,Icons,EA FC ICONS,"Dead Ball+, Quick Step+, Low Driven Shot+, Finesse Shot, Power Header, Rapid, First Touch, Trickster, Trivela, Aerial",https://www.futbin.com/25/player/59437/kelly-smith,,,,,,FUT Immortals Icon
227324,221,222,Camille Abily,93,90,92,94,92,85,83,91,90,91,91,91,96,95,81,95,87,96,96,94,93,91,90,88,92,96,93,90,71,86,87,84,71,90,82,80,CM,5,4,Right,"168cm / 5'6""",59kg / 130lb,CAM,,France,Icons,EA FC ICONS,"Incisive Pass+, Tiki Taka+, Intercept+, Finesse Shot, Chip Shot, Dead Ball, Pinged Pass, Technical, Flair, First Touch, Acrobatic",https://www.futbin.com/25/player/59438/camille-abily,,,,,,FUT Immortals Icon
